age,income_lakh,credit_score,loan_amount_lakh,existing_loans,approved,debt_burden,loan_to_income
25.0,2.17,770.0,10.44,4.0,0,1.8433179723502304,4.811059907834101
62.0,8.56,600.0,24.43,4.0,0,0.4672897196261682,2.8539719626168223
23.0,14.66,664.0,6.97,4.0,1,0.2728512960436562,0.4754433833560709
54.0,24.25,535.0,23.37,3.0,1,0.12371134020618557,0.9637113402061857
26.0,9.63,521.0,27.89,1.0,0,0.10384215991692626,2.8961578400830734
46.0,3.88,571.0,3.73,0.0,1,0.0,0.961340206185567
58.0,4.29,681.0,19.83,3.0,0,0.6993006993006993,4.622377622377622
42.0,7.79,501.0,23.61,4.0,0,0.5134788189987163,3.030808729139923
52.0,24.53,482.0,15.86,4.0,1,0.16306563391765186,0.6465552384834895
59.0,15.09,496.0,22.24,2.0,1,0.13253810470510272,1.4738237243207422
50.0,3.13,501.0,10.37,4.0,0,1.2779552715654952,3.313099041533546
60.0,24.76,614.0,3.67,2.0,1,0.08077544426494346,0.14822294022617122
40.0,21.81,535.0,2.27,2.0,1,0.09170105456212747,0.10408069692801468
52.0,24.21,735.0,29.15,1.0,1,0.041305245766212306,1.2040479140850886
30.0,24.83,587.0,8.46,4.0,1,0.16109544905356424,0.34071687474828843
51.0,23.63,452.0,9.16,1.0,1,0.04231908590774439,0.3876428269149387
61.0,12.03,566.0,15.15,2.0,1,0.1662510390689942,1.259351620947631
64.0,22.53,521.0,22.76,2.0,1,0.08877052818464269,1.010208610741234
60.0,16.62,466.0,1.42,0.0,1,0.0,0.08543922984356196
56.0,8.53,481.0,15.07,1.0,0,0.1172332942555686,1.7667057444314187
40.0,9.15,470.0,25.34,0.0,0,0.0,2.769398907103825
44.0,13.765,741.0,21.25,1.0,1,0.0726480203414457,1.5437704322557209
42.0,4.03,615.0,25.73,2.0,0,0.4962779156327543,6.384615384615384
36.0,20.77,676.0,8.17,2.0,1,0.09629272989889263,0.3933558016369764
60.0,22.19,627.0,11.8,2.0,1,0.09013068949977467,0.5317710680486706
47.0,24.61,643.0,14.21,0.0,1,0.0,0.5774075579032913
42.0,14.95,453.0,7.54,2.0,1,0.13377926421404682,0.5043478260869565
55.0,3.23,616.0,14.32,2.0,0,0.6191950464396285,4.43343653250774
23.0,14.16,731.0,25.9,4.0,0,0.2824858757062147,1.82909604519774
42.0,17.79,467.0,25.13,1.0,1,0.056211354693648116,1.4125913434513773
42.0,13.17,765.0,19.67,1.0,1,0.07593014426727411,1.493545937737282
37.0,23.74,583.0,28.32,3.0,1,0.12636899747262006,1.1929233361415335
46.0,2.76,850.0,7.98,3.0,0,1.0869565217391306,2.8913043478260874
27.0,3.07,456.0,17.76,4.0,0,1.3029315960912053,5.785016286644952
30.0,20.6,539.0,8.18,2.0,1,0.0970873786407767,0.39708737864077664
32.0,5.63,463.0,17.2,2.0,0,0.3552397868561279,3.0550621669626996
42.0,3.62,570.0,6.38,4.0,0,1.1049723756906078,1.7624309392265192
29.0,18.25,498.0,16.94,1.0,1,0.0547945205479452,0.9282191780821919
64.0,5.05,537.0,15.03,0.0,0,0.0,2.976237623762376
61.0,11.53,548.0,21.37,2.0,0,0.17346053772766695,1.8534258456201216
51.0,3.65,832.0,14.9,2.0,0,0.547945205479452,4.082191780821918
37.0,6.48,842.0,27.17,4.0,0,0.6172839506172839,4.192901234567901
29.0,8.67,496.0,22.21,0.0,0,0.0,2.5617070357554788
33.0,19.21,670.0,29.01,4.0,1,0.20822488287350338,1.5101509630400833
36.0,22.67,531.0,6.22,2.0,1,0.08822232024702249,0.27437141596823994
54.0,5.51,586.0,10.86,4.0,0,0.7259528130671506,1.970961887477314
64.0,11.77,750.0,24.19,3.0,0,0.2548853016142736,2.0552251486830926
52.0,22.33,585.0,3.72,3.0,1,0.1343484102104792,0.1665920286609942
43.0,21.99,740.0,22.46,0.0,1,0.0,1.0213733515234198
54.0,7.7,741.0,14.16,4.0,0,0.5194805194805194,1.838961038961039
31.0,17.01,674.0,9.39,1.0,1,0.05878894767783656,0.5520282186948854
51.0,10.85,567.0,26.01,3.0,0,0.2764976958525346,2.3972350230414747
36.0,21.27,543.0,24.28,4.0,1,0.18805829807240246,1.1415138692994828
30.0,4.71,456.0,7.48,1.0,0,0.21231422505307856,1.5881104033970277
63.0,2.86,486.0,2.05,0.0,1,0.0,0.7167832167832168
36.0,7.08,616.0,19.48,2.0,0,0.2824858757062147,2.751412429378531
56.0,2.14,500.0,27.11,3.0,0,1.4018691588785046,12.66822429906542
54.0,6.69,477.0,27.24,3.0,0,0.44843049327354256,4.071748878923766
22.0,13.765,508.0,27.91,0.0,1,0.0,2.027606247729749
28.0,23.09,732.0,12.84,4.0,1,0.17323516673884798,0.5560848852317021
28.0,23.83,625.0,6.06,2.0,1,0.08392782207301722,0.25430130088124214
58.0,10.43,823.0,25.81,2.0,0,0.19175455417066156,2.4745925215723874
48.0,7.72,471.0,15.97,4.0,0,0.5181347150259068,2.068652849740933
35.0,23.73,522.0,23.46,1.0,1,0.04214075010535188,0.988621997471555
63.0,16.78,568.0,6.68,4.0,1,0.23837902264600713,0.3980929678188319
56.0,18.34,780.0,2.93,4.0,1,0.21810250817884405,0.15976008724100327
22.0,7.96,661.0,14.03,2.0,0,0.25125628140703515,1.7625628140703518
60.0,24.65,652.0,28.27,2.0,1,0.08113590263691683,1.1468559837728196
28.0,20.98,801.0,18.34,0.0,1,0.0,0.8741658722592945
29.0,13.13,530.0,27.52,1.0,0,0.07616146230007616,2.0959634424980957
42.0,11.29,774.0,12.96,0.0,1,0.0,1.1479185119574846
49.0,19.27,483.0,18.74,1.0,1,0.05189413596263622,0.9724961079398028
38.0,10.41,777.0,20.41,4.0,0,0.38424591738712777,1.9606147934678193
36.0,5.34,678.0,25.08,3.0,0,0.5617977528089888,4.6966292134831455
57.0,20.65,706.0,10.43,0.0,1,0.0,0.5050847457627119
27.0,18.12,729.0,22.76,0.0,1,0.0,1.2560706401766004
58.0,20.08,529.0,5.58,0.0,1,0.0,0.2778884462151395
44.0,18.61,709.0,24.24,0.0,1,0.0,1.3025255239118754
42.0,11.11,482.0,22.13,4.0,0,0.36003600360036003,1.991899189918992
34.0,7.35,712.0,20.64,2.0,0,0.272108843537415,2.808163265306123
47.0,10.75,451.0,22.77,1.0,0,0.09302325581395349,2.118139534883721
42.0,7.2,609.0,26.81,1.0,0,0.1388888888888889,3.723611111111111
35.0,18.28,479.0,19.27,2.0,1,0.10940919037199125,1.0541575492341355
53.0,21.48,569.0,14.23,2.0,1,0.0931098696461825,0.6624767225325885
36.0,24.25,743.0,15.86,3.0,1,0.12371134020618557,0.654020618556701
60.0,7.26,572.0,10.72,1.0,1,0.13774104683195593,1.4765840220385675
58.0,20.82,812.0,26.19,3.0,1,0.1440922190201729,1.2579250720461095
39.0,23.38,518.0,18.35,0.0,1,0.0,0.7848588537211293
64.0,22.34,476.0,15.03,4.0,1,0.17905102954341987,0.6727842435094001
47.0,5.03,722.0,14.5,1.0,0,0.19880715705765406,2.882703777335984
47.0,2.89,838.0,1.53,4.0,1,1.3840830449826989,0.5294117647058824
38.0,11.43,527.0,7.12,0.0,1,0.0,0.6229221347331584
58.0,6.81,841.0,19.15,2.0,0,0.2936857562408223,2.8120411160058736
59.0,15.33,788.0,20.48,0.0,1,0.0,1.3359425962165687
55.0,2.8,637.0,8.52,3.0,0,1.0714285714285714,3.0428571428571427
33.0,20.42,491.0,29.36,2.0,1,0.0979431929480901,1.4378060724779627
33.0,7.37,566.0,28.94,3.0,0,0.40705563093622793,3.926729986431479
26.0,20.03,597.0,6.86,0.0,1,0.0,0.34248627059410885
39.0,23.08,541.0,18.45,1.0,1,0.043327556325823226,0.7993934142114385
36.0,19.45,465.0,15.86,4.0,1,0.20565552699228792,0.8154241645244216
27.0,18.62,792.0,3.03,1.0,1,0.05370569280343716,0.1627282491944146
33.0,21.04,480.0,26.12,0.0,1,0.0,1.241444866920152
42.0,3.12,633.0,15.86,3.0,0,0.9615384615384615,5.083333333333333
50.0,6.73,627.0,24.77,4.0,0,0.5943536404160475,3.6805349182763742
38.0,18.62,643.0,25.73,3.0,1,0.16111707841031148,1.3818474758324382
45.0,13.765,781.0,13.32,2.0,1,0.1452960406828914,0.9676716309480566
22.0,21.95,727.0,29.8,3.0,1,0.1366742596810934,1.357630979498861
46.0,5.71,536.0,24.58,4.0,0,0.7005253940455342,4.304728546409807
47.0,4.86,820.0,20.16,3.0,0,0.6172839506172839,4.148148148148148
64.0,23.81,816.0,6.47,2.0,1,0.08399832003359933,0.27173456530869383
32.0,16.04,848.0,17.39,1.0,1,0.06234413965087282,1.0841645885286784
53.0,3.2,617.0,16.7,0.0,0,0.0,5.218749999999999
54.0,2.01,724.0,12.92,1.0,0,0.49751243781094534,6.427860696517413
55.0,6.34,747.0,29.48,3.0,0,0.47318611987381703,4.649842271293376
44.0,11.87,674.0,15.05,2.0,1,0.16849199663016007,1.2679022746419546
29.0,17.33,834.0,26.43,0.0,1,0.0,1.5251009809578766
22.0,21.75,484.0,26.93,4.0,1,0.1839080459770115,1.2381609195402299
49.0,10.52,720.0,29.66,1.0,0,0.09505703422053233,2.8193916349809887
40.0,10.78,717.0,25.64,4.0,0,0.3710575139146568,2.3784786641929503
31.0,4.25,826.0,27.32,4.0,0,0.9411764705882353,6.4282352941176475
25.0,14.1,590.0,15.87,4.0,1,0.28368794326241137,1.125531914893617
33.0,19.56,678.0,4.6,4.0,1,0.20449897750511248,0.23517382413087934
54.0,18.39,505.0,11.13,2.0,1,0.1087547580206634,0.6052202283849919
51.0,20.84,550.0,27.67,3.0,1,0.14395393474088292,1.3277351247600768
31.0,18.67,722.0,10.45,1.0,1,0.05356186395286555,0.559721478307445
30.0,7.15,583.0,14.34,2.0,0,0.2797202797202797,2.0055944055944055
22.0,22.96,743.0,9.91,3.0,1,0.13066202090592335,0.43162020905923343
42.0,16.94,736.0,15.54,2.0,1,0.11806375442739078,0.9173553719008263
40.0,2.47,480.0,20.61,2.0,0,0.8097165991902834,8.34412955465587
41.0,6.67,596.0,20.31,0.0,0,0.0,3.0449775112443778
41.0,2.54,537.0,21.14,0.0,0,0.0,8.32283464566929
23.0,14.48,691.0,18.64,4.0,1,0.27624309392265195,1.287292817679558
35.0,13.64,611.0,8.0,1.0,1,0.07331378299120234,0.5865102639296187
36.0,7.39,651.0,14.68,2.0,0,0.2706359945872801,1.986468200270636
34.0,16.18,607.0,16.22,0.0,1,0.0,1.0024721878862792
43.0,1.99,660.0,26.76,1.0,0,0.5025125628140703,13.447236180904524
57.0,3.61,561.0,16.92,1.0,0,0.2770083102493075,4.686980609418283
62.0,19.54,584.0,24.76,4.0,1,0.2047082906857728,1.2671443193449337
42.0,12.67,801.0,13.52,2.0,1,0.15785319652722968,1.0670876085240726
53.0,4.63,514.0,8.4,1.0,0,0.2159827213822894,1.8142548596112311
61.0,6.44,840.0,9.41,3.0,1,0.4658385093167702,1.4611801242236024
59.0,9.07,752.0,25.88,2.0,0,0.2205071664829107,2.853362734288864
55.0,7.07,552.0,4.08,1.0,1,0.14144271570014144,0.577086280056577
45.0,4.19,606.0,11.85,1.0,0,0.2386634844868735,2.8281622911694506
45.0,15.21,724.0,14.99,3.0,1,0.1972386587771203,0.9855358316896778
58.0,21.78,762.0,26.49,3.0,1,0.13774104683195593,1.2162534435261707
48.0,22.02,472.0,16.42,4.0,1,0.18165304268846502,0.7456857402361491
47.0,5.76,738.0,5.03,1.0,1,0.1736111111111111,0.873263888888889
28.0,11.44,785.0,3.29,4.0,1,0.3496503496503497,0.2875874125874126
28.0,19.85,765.0,13.77,2.0,1,0.10075566750629722,0.6937027707808564
28.0,11.25,767.0,5.01,3.0,1,0.26666666666666666,0.4453333333333333
57.0,23.87,497.0,9.43,4.0,1,0.1675743611227482,0.3950565563468789
57.0,19.19,488.0,13.63,1.0,1,0.05211047420531526,0.710265763418447
24.0,13.65,531.0,6.68,2.0,1,0.14652014652014653,0.48937728937728936
63.0,6.45,621.0,4.45,3.0,1,0.46511627906976744,0.689922480620155
52.0,21.67,595.0,28.11,4.0,1,0.18458698661744347,1.2971850484540839
25.0,2.69,464.0,6.39,3.0,0,1.1152416356877324,2.3754646840148697
26.0,23.34,559.0,14.83,0.0,1,0.0,0.6353898886032562
59.0,4.42,726.0,2.1,1.0,1,0.22624434389140272,0.47511312217194573
31.0,15.86,764.0,28.4,1.0,1,0.06305170239596469,1.790668348045397
34.0,18.94,649.0,12.17,3.0,1,0.1583949313621964,0.6425554382259767
53.0,21.82,755.0,13.98,1.0,1,0.045829514207149404,0.6406966086159487
40.0,4.91,831.0,14.09,4.0,0,0.8146639511201629,2.8696537678207736
24.0,9.85,717.0,10.7,0.0,1,0.0,1.0862944162436547
35.0,19.3,580.0,19.77,3.0,1,0.15544041450777202,1.0243523316062175
52.0,19.69,740.0,8.19,2.0,1,0.1015744032503809,0.4159471813103098
30.0,4.26,643.0,12.69,1.0,0,0.2347417840375587,2.97887323943662
61.0,11.93,477.0,22.62,3.0,0,0.2514668901927913,1.8960603520536463
64.0,5.54,505.0,18.67,3.0,0,0.5415162454873647,3.370036101083033
40.0,12.62,624.0,1.44,0.0,1,0.0,0.11410459587955626
42.0,4.56,824.0,20.75,0.0,0,0.0,4.550438596491229
56.0,3.19,674.0,3.42,3.0,0,0.9404388714733543,1.0721003134796239
57.0,12.19,641.0,25.76,2.0,0,0.16406890894175555,2.1132075471698117
23.0,2.78,637.0,27.11,0.0,0,0.0,9.75179856115108
30.0,7.07,513.0,16.97,0.0,0,0.0,2.4002828854314
23.0,9.31,606.0,27.85,2.0,0,0.21482277121374865,2.99140708915145
24.0,20.07,481.0,10.96,0.0,1,0.0,0.5460886895864475
33.0,8.16,610.0,27.43,2.0,0,0.24509803921568626,3.361519607843137
58.0,14.31,826.0,18.14,2.0,1,0.1397624039133473,1.26764500349406
53.0,8.83,755.0,21.74,3.0,0,0.33975084937712347,2.4620611551528877
57.0,22.41,454.0,6.46,3.0,1,0.13386880856760375,0.28826416778224007
54.0,22.19,569.0,29.82,1.0,1,0.04506534474988733,1.3438485804416402
42.0,21.66,610.0,12.29,4.0,1,0.18467220683287164,0.5674053554939981
26.0,7.25,709.0,10.44,1.0,1,0.13793103448275862,1.44
41.0,23.7,607.0,8.43,2.0,1,0.08438818565400844,0.3556962025316456
22.0,16.63,828.0,15.93,3.0,1,0.1803968731208659,0.957907396271798
21.0,23.33,759.0,1.47,4.0,1,0.17145306472353194,0.063009001285898
45.0,5.9,653.0,10.31,1.0,1,0.1694915254237288,1.747457627118644
50.0,7.7,799.0,13.89,2.0,1,0.2597402597402597,1.8038961038961039
60.0,4.17,463.0,26.82,1.0,0,0.23980815347721823,6.431654676258993
35.0,2.15,546.0,24.12,3.0,0,1.3953488372093024,11.218604651162792
